iso_region,timestamp_utc,hour_of_day,day_of_week,is_weekend,day_of_year,temp_c,load_mw
PJM,2026-02-02T01:00:00Z,1,0,0,33,5.37,105155.8
PJM,2026-02-02T02:00:00Z,2,0,0,33,5.41,104498.2
PJM,2026-02-02T03:00:00Z,3,0,0,33,5.12,103861.0
PJM,2026-02-02T04:00:00Z,4,0,0,33,5.78,103778.3
PJM,2026-02-02T05:00:00Z,5,0,0,33,0.1,105811.1
PJM,2026-02-02T06:00:00Z,6,0,0,33,2.77,106440.1
PJM,2026-02-02T07:00:00Z,7,0,0,33,-1.05,107388.0
PJM,2026-02-02T08:00:00Z,8,0,0,33,0.03,107901.8
PJM,2026-02-02T09:00:00Z,9,0,0,33,-1.3,108719.4
PJM,2026-02-02T10:00:00Z,10,0,0,33,-0.19,110133.1
PJM,2026-02-02T11:00:00Z,11,0,0,33,2.52,108645.3
PJM,2026-02-02T12:00:00Z,12,0,0,33,1.35,109651.2
PJM,2026-02-02T13:00:00Z,13,0,0,33,1.54,108506.8
PJM,2026-02-02T14:00:00Z,14,0,0,33,2.32,108697.1
PJM,2026-02-02T15:00:00Z,15,0,0,33,3.02,109037.2
PJM,2026-02-02T16:00:00Z,16,0,0,33,6.9,105611.6
PJM,2026-02-02T17:00:00Z,17,0,0,33,6.81,106533.4
PJM,2026-02-02T18:00:00Z,18,0,0,33,8.11,105730.3
PJM,2026-02-02T19:00:00Z,19,0,0,33,6.05,104762.2
PJM,2026-02-02T20:00:00Z,20,0,0,33,8.68,105358.9
PJM,2026-02-02T21:00:00Z,21,0,0,33,5.45,105374.3
PJM,2026-02-02T22:00:00Z,22,0,0,33,10.42,102507.5
PJM,2026-02-02T23:00:00Z,23,0,0,33,9.06,102089.3
PJM,2026-02-03T00:00:00Z,0,1,0,34,7.54,101668.1
PJM,2026-02-03T01:00:00Z,1,1,0,34,3.37,105535.8
PJM,2026-02-03T02:00:00Z,2,1,0,34,4.45,103799.2
PJM,2026-02-03T03:00:00Z,3,1,0,34,2.81,103665.5
PJM,2026-02-03T04:00:00Z,4,1,0,34,3.59,104305.4
PJM,2026-02-03T05:00:00Z,5,1,0,34,3.45,105892.5
PJM,2026-02-03T06:00:00Z,6,1,0,34,2.54,106541.2
PJM,2026-02-03T07:00:00Z,7,1,0,34,3.79,105388.3
PJM,2026-02-03T08:00:00Z,8,1,0,34,0.94,109143.7
PJM,2026-02-03T09:00:00Z,9,1,0,34,2.78,106579.5
PJM,2026-02-03T10:00:00Z,10,1,0,34,0.56,110572.0
PJM,2026-02-03T11:00:00Z,11,1,0,34,2.19,109259.8
PJM,2026-02-03T12:00:00Z,12,1,0,34,1.73,109173.2
PJM,2026-02-03T13:00:00Z,13,1,0,34,3.32,108845.7
PJM,2026-02-03T14:00:00Z,14,1,0,34,3.79,108982.0
PJM,2026-02-03T15:00:00Z,15,1,0,34,3.87,109230.9
PJM,2026-02-03T16:00:00Z,16,1,0,34,10.29,104304.9
PJM,2026-02-03T17:00:00Z,17,1,0,34,7.37,105968.7
PJM,2026-02-03T18:00:00Z,18,1,0,34,8.58,105771.3
PJM,2026-02-03T19:00:00Z,19,1,0,34,9.49,105934.3
PJM,2026-02-03T20:00:00Z,20,1,0,34,9.04,105483.0
PJM,2026-02-03T21:00:00Z,21,1,0,34,5.37,106749.8
PJM,2026-02-03T22:00:00Z,22,1,0,34,9.31,104260.0
PJM,2026-02-03T23:00:00Z,23,1,0,34,6.52,103095.8
PJM,2026-02-04T00:00:00Z,0,2,0,35,8.06,103156.8
PJM,2026-02-04T01:00:00Z,1,2,0,35,7.43,104289.1
PJM,2026-02-04T02:00:00Z,2,2,0,35,3.4,105718.0
PJM,2026-02-04T03:00:00Z,3,2,0,35,5.02,104132.6
PJM,2026-02-04T04:00:00Z,4,2,0,35,1.77,106332.1
PJM,2026-02-04T05:00:00Z,5,2,0,35,-0.61,107786.3
PJM,2026-02-04T06:00:00Z,6,2,0,35,-0.06,107515.0
PJM,2026-02-04T07:00:00Z,7,2,0,35,1.37,108597.0
PJM,2026-02-04T08:00:00Z,8,2,0,35,0.88,107595.0
PJM,2026-02-04T09:00:00Z,9,2,0,35,0.25,110265.2
PJM,2026-02-04T10:00:00Z,10,2,0,35,1.95,108548.0
PJM,2026-02-04T11:00:00Z,11,2,0,35,1.19,108126.1
PJM,2026-02-04T12:00:00Z,12,2,0,35,2.76,107636.7
PJM,2026-02-04T13:00:00Z,13,2,0,35,4.14,109059.6
PJM,2026-02-04T14:00:00Z,14,2,0,35,7.55,106593.6
PJM,2026-02-04T15:00:00Z,15,2,0,35,4.86,110222.0
PJM,2026-02-04T16:00:00Z,16,2,0,35,7.83,106429.9
PJM,2026-02-04T17:00:00Z,17,2,0,35,7.35,106866.0
PJM,2026-02-04T18:00:00Z,18,2,0,35,8.26,105347.9
PJM,2026-02-04T19:00:00Z,19,2,0,35,8.34,103900.8
PJM,2026-02-04T20:00:00Z,20,2,0,35,9.08,104984.0
PJM,2026-02-04T21:00:00Z,21,2,0,35,8.67,102614.2
PJM,2026-02-04T22:00:00Z,22,2,0,35,10.36,103348.9
PJM,2026-02-04T23:00:00Z,23,2,0,35,7.38,103453.2
PJM,2026-02-05T00:00:00Z,0,3,0,36,5.71,103250.9
PJM,2026-02-05T01:00:00Z,1,3,0,36,6.33,105007.2
PJM,2026-02-05T02:00:00Z,2,3,0,36,5.21,104873.0
PJM,2026-02-05T03:00:00Z,3,3,0,36,4.33,104986.8
PJM,2026-02-05T04:00:00Z,4,3,0,36,3.89,106039.2
PJM,2026-02-05T05:00:00Z,5,3,0,36,2.33,104718.7
PJM,2026-02-05T06:00:00Z,6,3,0,36,0.23,107009.6
PJM,2026-02-05T07:00:00Z,7,3,0,36,-0.2,108633.2
PJM,2026-02-05T08:00:00Z,8,3,0,36,0.57,110787.5
PJM,2026-02-05T09:00:00Z,9,3,0,36,-1.47,110064.7
PJM,2026-02-05T10:00:00Z,10,3,0,36,-0.42,109507.7
PJM,2026-02-05T11:00:00Z,11,3,0,36,1.88,107304.0
PJM,2026-02-05T12:00:00Z,12,3,0,36,2.66,111316.2
PJM,2026-02-05T13:00:00Z,13,3,0,36,2.45,109984.7
PJM,2026-02-05T14:00:00Z,14,3,0,36,5.64,108372.9
PJM,2026-02-05T15:00:00Z,15,3,0,36,4.26,106737.8
PJM,2026-02-05T16:00:00Z,16,3,0,36,7.13,107411.0
PJM,2026-02-05T17:00:00Z,17,3,0,36,5.61,107802.8
PJM,2026-02-05T18:00:00Z,18,3,0,36,7.09,106116.6
PJM,2026-02-05T19:00:00Z,19,3,0,36,9.51,103864.5
PJM,2026-02-05T20:00:00Z,20,3,0,36,10.57,102822.2
PJM,2026-02-05T21:00:00Z,21,3,0,36,8.14,106336.9
PJM,2026-02-05T22:00:00Z,22,3,0,36,10.69,103129.7
PJM,2026-02-05T23:00:00Z,23,3,0,36,7.19,103452.7
PJM,2026-02-06T00:00:00Z,0,4,0,37,8.2,103474.3
PJM,2026-02-06T01:00:00Z,1,4,0,37,7.12,103667.0
PJM,2026-02-06T02:00:00Z,2,4,0,37,5.97,102763.4
PJM,2026-02-06T03:00:00Z,3,4,0,37,4.48,105718.6
PJM,2026-02-06T04:00:00Z,4,4,0,37,2.17,105839.9
PJM,2026-02-06T05:00:00Z,5,4,0,37,2.03,106591.6
PJM,2026-02-06T06:00:00Z,6,4,0,37,1.85,108463.1
PJM,2026-02-06T07:00:00Z,7,4,0,37,2.56,106107.4
PJM,2026-02-06T08:00:00Z,8,4,0,37,2.4,107258.4
PJM,2026-02-06T09:00:00Z,9,4,0,37,0.39,109618.5
PJM,2026-02-06T10:00:00Z,10,4,0,37,0.66,110572.8
PJM,2026-02-06T11:00:00Z,11,4,0,37,0.63,109557.9
PJM,2026-02-06T12:00:00Z,12,4,0,37,1.45,109591.0
PJM,2026-02-06T13:00:00Z,13,4,0,37,4.91,109561.1
PJM,2026-02-06T14:00:00Z,14,4,0,37,6.79,110403.3
PJM,2026-02-06T15:00:00Z,15,4,0,37,3.71,109333.9
PJM,2026-02-06T16:00:00Z,16,4,0,37,4.53,107926.4
PJM,2026-02-06T17:00:00Z,17,4,0,37,6.31,106571.0
PJM,2026-02-06T18:00:00Z,18,4,0,37,6.51,106859.2
PJM,2026-02-06T19:00:00Z,19,4,0,37,6.9,107085.9
PJM,2026-02-06T20:00:00Z,20,4,0,37,7.75,108050.0
PJM,2026-02-06T21:00:00Z,21,4,0,37,8.58,104568.9
PJM,2026-02-06T22:00:00Z,22,4,0,37,7.18,106149.5
PJM,2026-02-06T23:00:00Z,23,4,0,37,10.4,103174.2
PJM,2026-02-07T00:00:00Z,0,5,1,38,6.2,98856.3
PJM,2026-02-07T01:00:00Z,1,5,1,38,5.71,100080.9
PJM,2026-02-07T02:00:00Z,2,5,1,38,7.64,98048.5
PJM,2026-02-07T03:00:00Z,3,5,1,38,1.73,99417.8
PJM,2026-02-07T04:00:00Z,4,5,1,38,5.38,100408.2
PJM,2026-02-07T05:00:00Z,5,5,1,38,5.05,98282.0
PJM,2026-02-07T06:00:00Z,6,5,1,38,3.01,102038.9
PJM,2026-02-07T07:00:00Z,7,5,1,38,-0.56,102988.2
PJM,2026-02-07T08:00:00Z,8,5,1,38,1.93,102343.1
PJM,2026-02-07T09:00:00Z,9,5,1,38,-1.39,104145.9
PJM,2026-02-07T10:00:00Z,10,5,1,38,1.03,103898.2
PJM,2026-02-07T11:00:00Z,11,5,1,38,1.08,104012.8
PJM,2026-02-07T12:00:00Z,12,5,1,38,2.5,104605.3
PJM,2026-02-07T13:00:00Z,13,5,1,38,2.93,103782.6
PJM,2026-02-07T14:00:00Z,14,5,1,38,4.49,101754.2
PJM,2026-02-07T15:00:00Z,15,5,1,38,6.1,102815.0
PJM,2026-02-07T16:00:00Z,16,5,1,38,6.48,103292.8
PJM,2026-02-07T17:00:00Z,17,5,1,38,4.46,100862.1
PJM,2026-02-07T18:00:00Z,18,5,1,38,8.63,100641.9
PJM,2026-02-07T19:00:00Z,19,5,1,38,9.11,99464.3
PJM,2026-02-07T20:00:00Z,20,5,1,38,10.25,99773.2
PJM,2026-02-07T21:00:00Z,21,5,1,38,10.11,98127.6
PJM,2026-02-07T22:00:00Z,22,5,1,38,6.09,100130.6
PJM,2026-02-07T23:00:00Z,23,5,1,38,10.68,97854.2
PJM,2026-02-08T00:00:00Z,0,6,1,39,7.03,99135.2
PJM,2026-02-08T01:00:00Z,1,6,1,39,8.81,99148.1
PJM,2026-02-08T02:00:00Z,2,6,1,39,5.24,98808.6
PJM,2026-02-08T03:00:00Z,3,6,1,39,6.64,98697.1
PJM,2026-02-08T04:00:00Z,4,6,1,39,2.81,100784.0
PJM,2026-02-08T05:00:00Z,5,6,1,39,4.39,100285.6
PJM,2026-02-08T06:00:00Z,6,6,1,39,3.02,100980.3
PJM,2026-02-08T07:00:00Z,7,6,1,39,4.27,100457.4
PJM,2026-02-08T08:00:00Z,8,6,1,39,0.77,103235.4
PJM,2026-02-08T09:00:00Z,9,6,1,39,2.84,101581.3
PJM,2026-02-08T10:00:00Z,10,6,1,39,-0.31,102768.6
PJM,2026-02-08T11:00:00Z,11,6,1,39,2.1,103136.7
PJM,2026-02-08T12:00:00Z,12,6,1,39,2.11,105115.0
PJM,2026-02-08T13:00:00Z,13,6,1,39,2.56,104688.9
PJM,2026-02-08T14:00:00Z,14,6,1,39,4.03,104546.1
PJM,2026-02-08T15:00:00Z,15,6,1,39,6.23,102264.6
PJM,2026-02-08T16:00:00Z,16,6,1,39,6.3,103595.7
PJM,2026-02-08T17:00:00Z,17,6,1,39,8.11,100178.0
PJM,2026-02-08T18:00:00Z,18,6,1,39,9.33,99505.9
PJM,2026-02-08T19:00:00Z,19,6,1,39,11.1,100273.4
PJM,2026-02-08T20:00:00Z,20,6,1,39,9.82,99355.2
PJM,2026-02-08T21:00:00Z,21,6,1,39,9.2,99520.2
PJM,2026-02-08T22:00:00Z,22,6,1,39,8.82,98738.8
PJM,2026-02-08T23:00:00Z,23,6,1,39,10.29,97012.8
PJM,2026-02-09T00:00:00Z,0,0,0,40,7.55,103012.7
PJM,2026-02-09T01:00:00Z,1,0,0,40,6.05,102829.9
PJM,2026-02-09T02:00:00Z,2,0,0,40,7.78,105629.2
PJM,2026-02-09T03:00:00Z,3,0,0,40,7.79,102513.7
PJM,2026-02-09T04:00:00Z,4,0,0,40,5.7,106493.5
PJM,2026-02-09T05:00:00Z,5,0,0,40,2.96,106691.0
PJM,2026-02-09T06:00:00Z,6,0,0,40,-0.19,108551.6
PJM,2026-02-09T07:00:00Z,7,0,0,40,0.59,108753.9
PJM,2026-02-09T08:00:00Z,8,0,0,40,-0.56,110098.2
PJM,2026-02-09T09:00:00Z,9,0,0,40,3.19,107979.2
PJM,2026-02-09T10:00:00Z,10,0,0,40,0.08,108359.8
PJM,2026-02-09T11:00:00Z,11,0,0,40,1.79,109619.5
PJM,2026-02-09T12:00:00Z,12,0,0,40,0.49,111384.4
PJM,2026-02-09T13:00:00Z,13,0,0,40,2.97,109140.5
PJM,2026-02-09T14:00:00Z,14,0,0,40,3.78,110873.2
PJM,2026-02-09T15:00:00Z,15,0,0,40,6.55,108527.9
PJM,2026-02-09T16:00:00Z,16,0,0,40,7.61,106854.6
PJM,2026-02-09T17:00:00Z,17,0,0,40,7.7,107653.3
PJM,2026-02-09T18:00:00Z,18,0,0,40,7.77,107393.9
PJM,2026-02-09T19:00:00Z,19,0,0,40,7.94,106837.2
PJM,2026-02-09T20:00:00Z,20,0,0,40,10.34,102087.6
PJM,2026-02-09T21:00:00Z,21,0,0,40,11.43,100985.2
PJM,2026-02-09T22:00:00Z,22,0,0,40,8.59,105431.3
PJM,2026-02-09T23:00:00Z,23,0,0,40,8.64,102633.9
PJM,2026-02-10T00:00:00Z,0,1,0,41,6.97,105494.7
PJM,2026-02-10T01:00:00Z,1,1,0,41,4.9,106227.5
PJM,2026-02-10T02:00:00Z,2,1,0,41,6.74,103324.9
PJM,2026-02-10T03:00:00Z,3,1,0,41,4.91,104336.5
PJM,2026-02-10T04:00:00Z,4,1,0,41,6.05,105857.3
PJM,2026-02-10T05:00:00Z,5,1,0,41,1.2,107030.3
PJM,2026-02-10T06:00:00Z,6,1,0,41,1.66,108974.1
PJM,2026-02-10T07:00:00Z,7,1,0,41,0.29,110351.2
PJM,2026-02-10T08:00:00Z,8,1,0,41,1.87,107707.3
PJM,2026-02-10T09:00:00Z,9,1,0,41,0.77,109031.3
PJM,2026-02-10T10:00:00Z,10,1,0,41,0.01,110676.2
PJM,2026-02-10T11:00:00Z,11,1,0,41,0.48,108748.3
PJM,2026-02-10T12:00:00Z,12,1,0,41,2.39,108673.2
PJM,2026-02-10T13:00:00Z,13,1,0,41,2.65,109570.6
PJM,2026-02-10T14:00:00Z,14,1,0,41,3.44,112036.4
PJM,2026-02-10T15:00:00Z,15,1,0,41,5.87,109295.6
PJM,2026-02-10T16:00:00Z,16,1,0,41,4.15,108801.2
PJM,2026-02-10T17:00:00Z,17,1,0,41,8.11,106535.3
PJM,2026-02-10T18:00:00Z,18,1,0,41,9.97,105151.8
PJM,2026-02-10T19:00:00Z,19,1,0,41,8.82,105614.1
PJM,2026-02-10T20:00:00Z,20,1,0,41,9.89,104570.9
PJM,2026-02-10T21:00:00Z,21,1,0,41,9.38,104588.5
PJM,2026-02-10T22:00:00Z,22,1,0,41,8.55,105085.1
PJM,2026-02-10T23:00:00Z,23,1,0,41,9.6,103725.4
PJM,2026-02-11T00:00:00Z,0,2,0,42,8.1,104994.4
PJM,2026-02-11T01:00:00Z,1,2,0,42,7.57,103999.4
PJM,2026-02-11T02:00:00Z,2,2,0,42,7.11,106075.0
PJM,2026-02-11T03:00:00Z,3,2,0,42,3.91,106562.5
PJM,2026-02-11T04:00:00Z,4,2,0,42,2.04,107037.4
PJM,2026-02-11T05:00:00Z,5,2,0,42,6.28,106096.9
PJM,2026-02-11T06:00:00Z,6,2,0,42,3.35,106720.2
PJM,2026-02-11T07:00:00Z,7,2,0,42,2.5,107897.1
PJM,2026-02-11T08:00:00Z,8,2,0,42,0.88,109061.4
PJM,2026-02-11T09:00:00Z,9,2,0,42,2.22,108661.5
PJM,2026-02-11T10:00:00Z,10,2,0,42,0.85,109123.6
PJM,2026-02-11T11:00:00Z,11,2,0,42,3.04,110511.7
PJM,2026-02-11T12:00:00Z,12,2,0,42,3.44,111051.0
PJM,2026-02-11T13:00:00Z,13,2,0,42,4.05,110424.5
PJM,2026-02-11T14:00:00Z,14,2,0,42,5.34,109475.4
PJM,2026-02-11T15:00:00Z,15,2,0,42,5.12,111597.4
PJM,2026-02-11T16:00:00Z,16,2,0,42,6.28,108131.7
PJM,2026-02-11T17:00:00Z,17,2,0,42,8.57,107719.9
PJM,2026-02-11T18:00:00Z,18,2,0,42,6.64,108775.9
PJM,2026-02-11T19:00:00Z,19,2,0,42,9.24,105102.5
PJM,2026-02-11T20:00:00Z,20,2,0,42,11.57,105286.5
PJM,2026-02-11T21:00:00Z,21,2,0,42,8.02,107164.2
PJM,2026-02-11T22:00:00Z,22,2,0,42,10.77,103917.1
PJM,2026-02-11T23:00:00Z,23,2,0,42,11.77,103287.1
PJM,2026-02-12T00:00:00Z,0,3,0,43,8.84,103474.8
PJM,2026-02-12T01:00:00Z,1,3,0,43,8.93,104371.2
PJM,2026-02-12T02:00:00Z,2,3,0,43,7.11,103857.9
PJM,2026-02-12T03:00:00Z,3,3,0,43,6.25,105020.6
PJM,2026-02-12T04:00:00Z,4,3,0,43,3.02,105207.5
PJM,2026-02-12T05:00:00Z,5,3,0,43,4.9,103830.3
PJM,2026-02-12T06:00:00Z,6,3,0,43,3.54,106872.4
PJM,2026-02-12T07:00:00Z,7,3,0,43,4.55,107033.6
PJM,2026-02-12T08:00:00Z,8,3,0,43,3.18,108229.6
PJM,2026-02-12T09:00:00Z,9,3,0,43,2.23,110232.3
PJM,2026-02-12T10:00:00Z,10,3,0,43,1.5,111260.4
PJM,2026-02-12T11:00:00Z,11,3,0,43,1.1,111156.4
PJM,2026-02-12T12:00:00Z,12,3,0,43,4.61,110461.1
PJM,2026-02-12T13:00:00Z,13,3,0,43,6.93,108378.3
PJM,2026-02-12T14:00:00Z,14,3,0,43,2.95,109670.8
PJM,2026-02-12T15:00:00Z,15,3,0,43,7.05,109381.7
PJM,2026-02-12T16:00:00Z,16,3,0,43,7.24,107475.3
PJM,2026-02-12T17:00:00Z,17,3,0,43,9.21,106221.2
PJM,2026-02-12T18:00:00Z,18,3,0,43,10.62,109056.3
PJM,2026-02-12T19:00:00Z,19,3,0,43,10.07,106543.1
PJM,2026-02-12T20:00:00Z,20,3,0,43,9.18,104024.7
PJM,2026-02-12T21:00:00Z,21,3,0,43,9.15,104154.2
PJM,2026-02-12T22:00:00Z,22,3,0,43,7.75,106857.1
PJM,2026-02-12T23:00:00Z,23,3,0,43,9.93,104341.1
PJM,2026-02-13T00:00:00Z,0,4,0,44,8.56,104188.9
PJM,2026-02-13T01:00:00Z,1,4,0,44,9.64,103760.4
PJM,2026-02-13T02:00:00Z,2,4,0,44,8.03,104218.8
PJM,2026-02-13T03:00:00Z,3,4,0,44,5.68,104110.2
PJM,2026-02-13T04:00:00Z,4,4,0,44,2.19,106815.3
PJM,2026-02-13T05:00:00Z,5,4,0,44,4.28,105461.1
PJM,2026-02-13T06:00:00Z,6,4,0,44,3.32,107605.2
PJM,2026-02-13T07:00:00Z,7,4,0,44,-0.5,108698.4
PJM,2026-02-13T08:00:00Z,8,4,0,44,2.94,109208.9
PJM,2026-02-13T09:00:00Z,9,4,0,44,0.46,110496.1
PJM,2026-02-13T10:00:00Z,10,4,0,44,3.87,110296.2
PJM,2026-02-13T11:00:00Z,11,4,0,44,2.59,110010.7
PJM,2026-02-13T12:00:00Z,12,4,0,44,2.42,111253.9
PJM,2026-02-13T13:00:00Z,13,4,0,44,4.49,110773.5
PJM,2026-02-13T14:00:00Z,14,4,0,44,5.36,110622.8
PJM,2026-02-13T15:00:00Z,15,4,0,44,6.34,110067.5
PJM,2026-02-13T16:00:00Z,16,4,0,44,8.54,107430.5
PJM,2026-02-13T17:00:00Z,17,4,0,44,5.48,110409.5
PJM,2026-02-13T18:00:00Z,18,4,0,44,9.41,105318.1
PJM,2026-02-13T19:00:00Z,19,4,0,44,8.59,107429.0
PJM,2026-02-13T20:00:00Z,20,4,0,44,9.64,105227.3
PJM,2026-02-13T21:00:00Z,21,4,0,44,12.3,103146.3
PJM,2026-02-13T22:00:00Z,22,4,0,44,8.86,105142.6
PJM,2026-02-13T23:00:00Z,23,4,0,44,10.25,104475.7
PJM,2026-02-14T00:00:00Z,0,5,1,45,10.53,98234.0
PJM,2026-02-14T01:00:00Z,1,5,1,45,9.07,98203.6
PJM,2026-02-14T02:00:00Z,2,5,1,45,7.47,99161.8
PJM,2026-02-14T03:00:00Z,3,5,1,45,6.66,100250.9
PJM,2026-02-14T04:00:00Z,4,5,1,45,6.13,100049.9
PJM,2026-02-14T05:00:00Z,5,5,1,45,3.12,101628.4
PJM,2026-02-14T06:00:00Z,6,5,1,45,3.47,102121.8
PJM,2026-02-14T07:00:00Z,7,5,1,45,6.18,100971.4
PJM,2026-02-14T08:00:00Z,8,5,1,45,3.11,104235.6
PJM,2026-02-14T09:00:00Z,9,5,1,45,2.48,106240.9
PJM,2026-02-14T10:00:00Z,10,5,1,45,1.91,105052.0
PJM,2026-02-14T11:00:00Z,11,5,1,45,1.67,104910.2
PJM,2026-02-14T12:00:00Z,12,5,1,45,3.88,105500.7
PJM,2026-02-14T13:00:00Z,13,5,1,45,4.82,105688.9
PJM,2026-02-14T14:00:00Z,14,5,1,45,5.16,104046.6
PJM,2026-02-14T15:00:00Z,15,5,1,45,10.39,102597.0
PJM,2026-02-14T16:00:00Z,16,5,1,45,6.29,102829.6
PJM,2026-02-14T17:00:00Z,17,5,1,45,6.92,103727.5
PJM,2026-02-14T18:00:00Z,18,5,1,45,8.62,101809.7
PJM,2026-02-14T19:00:00Z,19,5,1,45,9.71,101407.8
PJM,2026-02-14T20:00:00Z,20,5,1,45,8.93,99403.0
PJM,2026-02-14T21:00:00Z,21,5,1,45,10.67,99770.6
PJM,2026-02-14T22:00:00Z,22,5,1,45,10.7,97916.2
PJM,2026-02-14T23:00:00Z,23,5,1,45,10.82,97521.7
PJM,2026-02-15T00:00:00Z,0,6,1,46,8.53,98050.2
PJM,2026-02-15T01:00:00Z,1,6,1,46,10.43,98673.7
PJM,2026-02-15T02:00:00Z,2,6,1,46,8.42,100020.2
PJM,2026-02-15T03:00:00Z,3,6,1,46,10.7,96497.5
PJM,2026-02-15T04:00:00Z,4,6,1,46,4.34,100244.7
PJM,2026-02-15T05:00:00Z,5,6,1,46,3.2,100649.0
PJM,2026-02-15T06:00:00Z,6,6,1,46,3.2,101022.2
PJM,2026-02-15T07:00:00Z,7,6,1,46,3.52,102669.7
PJM,2026-02-15T08:00:00Z,8,6,1,46,3.34,103754.2
PJM,2026-02-15T09:00:00Z,9,6,1,46,3.38,103462.2
PJM,2026-02-15T10:00:00Z,10,6,1,46,5.8,103627.1
PJM,2026-02-15T11:00:00Z,11,6,1,46,0.22,104983.0
PJM,2026-02-15T12:00:00Z,12,6,1,46,1.04,105932.0
PJM,2026-02-15T13:00:00Z,13,6,1,46,4.3,104383.9
PJM,2026-02-15T14:00:00Z,14,6,1,46,8.46,103768.1
PJM,2026-02-15T15:00:00Z,15,6,1,46,7.57,102550.2
PJM,2026-02-15T16:00:00Z,16,6,1,46,6.02,103768.4
PJM,2026-02-15T17:00:00Z,17,6,1,46,8.74,100523.2
PJM,2026-02-15T18:00:00Z,18,6,1,46,9.04,101682.0
PJM,2026-02-15T19:00:00Z,19,6,1,46,9.62,100111.4
PJM,2026-02-15T20:00:00Z,20,6,1,46,9.53,100166.5
PJM,2026-02-15T21:00:00Z,21,6,1,46,10.62,99935.2
PJM,2026-02-15T22:00:00Z,22,6,1,46,11.96,98063.8
PJM,2026-02-15T23:00:00Z,23,6,1,46,9.26,99375.2
PJM,2026-02-16T00:00:00Z,0,0,0,47,10.37,103670.8
PJM,2026-02-16T01:00:00Z,1,0,0,47,9.81,105075.5
PJM,2026-02-16T02:00:00Z,2,0,0,47,9.6,105915.2
PJM,2026-02-16T03:00:00Z,3,0,0,47,5.32,106013.3
PJM,2026-02-16T04:00:00Z,4,0,0,47,5.6,106091.4
PJM,2026-02-16T05:00:00Z,5,0,0,47,3.65,105928.4
PJM,2026-02-16T06:00:00Z,6,0,0,47,3.93,107006.2
PJM,2026-02-16T07:00:00Z,7,0,0,47,3.29,107790.0
PJM,2026-02-16T08:00:00Z,8,0,0,47,1.11,110177.3
PJM,2026-02-16T09:00:00Z,9,0,0,47,2.85,110406.8
PJM,2026-02-16T10:00:00Z,10,0,0,47,6.04,109412.8
PJM,2026-02-16T11:00:00Z,11,0,0,47,3.89,109355.3
PJM,2026-02-16T12:00:00Z,12,0,0,47,1.86,112942.5
PJM,2026-02-16T13:00:00Z,13,0,0,47,3.24,110075.9
PJM,2026-02-16T14:00:00Z,14,0,0,47,5.53,110111.3
PJM,2026-02-16T15:00:00Z,15,0,0,47,5.27,109855.2
PJM,2026-02-16T16:00:00Z,16,0,0,47,9.5,107479.3
PJM,2026-02-16T17:00:00Z,17,0,0,47,6.53,109857.0
PJM,2026-02-16T18:00:00Z,18,0,0,47,10.19,106477.6
PJM,2026-02-16T19:00:00Z,19,0,0,47,7.71,106737.8
PJM,2026-02-16T20:00:00Z,20,0,0,47,10.4,106947.4
PJM,2026-02-16T21:00:00Z,21,0,0,47,9.07,105704.8
PJM,2026-02-16T22:00:00Z,22,0,0,47,11.5,102094.4
PJM,2026-02-16T23:00:00Z,23,0,0,47,11.64,102768.6
PJM,2026-02-17T00:00:00Z,0,1,0,48,10.1,104555.4
PJM,2026-02-17T01:00:00Z,1,1,0,48,10.4,104579.4
PJM,2026-02-17T02:00:00Z,2,1,0,48,4.24,105650.3
PJM,2026-02-17T03:00:00Z,3,1,0,48,6.98,105321.0
PJM,2026-02-17T04:00:00Z,4,1,0,48,6.45,106747.4
PJM,2026-02-17T05:00:00Z,5,1,0,48,5.68,106498.0
PJM,2026-02-17T06:00:00Z,6,1,0,48,1.17,108487.5
PJM,2026-02-17T07:00:00Z,7,1,0,48,3.93,107398.9
PJM,2026-02-17T08:00:00Z,8,1,0,48,3.85,109909.8
PJM,2026-02-17T09:00:00Z,9,1,0,48,2.96,107038.4
PJM,2026-02-17T10:00:00Z,10,1,0,48,0.99,112994.5
PJM,2026-02-17T11:00:00Z,11,1,0,48,2.49,109160.9
PJM,2026-02-17T12:00:00Z,12,1,0,48,5.79,110092.6
PJM,2026-02-17T13:00:00Z,13,1,0,48,6.43,110253.3
PJM,2026-02-17T14:00:00Z,14,1,0,48,6.42,110336.9
PJM,2026-02-17T15:00:00Z,15,1,0,48,7.82,111475.2
PJM,2026-02-17T16:00:00Z,16,1,0,48,9.26,106969.7
PJM,2026-02-17T17:00:00Z,17,1,0,48,9.44,109075.7
PJM,2026-02-17T18:00:00Z,18,1,0,48,11.4,106335.7
PJM,2026-02-17T19:00:00Z,19,1,0,48,11.98,106839.5
PJM,2026-02-17T20:00:00Z,20,1,0,48,14.49,103708.8
PJM,2026-02-17T21:00:00Z,21,1,0,48,10.01,105271.4
PJM,2026-02-17T22:00:00Z,22,1,0,48,9.9,104254.1
PJM,2026-02-17T23:00:00Z,23,1,0,48,6.09,105721.8
PJM,2026-02-18T00:00:00Z,0,2,0,49,10.3,103906.9
PJM,2026-02-18T01:00:00Z,1,2,0,49,11.82,103659.5
PJM,2026-02-18T02:00:00Z,2,2,0,49,9.89,104629.0
PJM,2026-02-18T03:00:00Z,3,2,0,49,8.16,105455.0
